group,replicate,fastq_1,fastq_2,strandedness
CT27_TSC_L3,2,NGS_M_Sheridan_40616_run2/CT27_TSC_L003_ds.154e27fd236546ac9519545b6117eea1/CT27-TSC_S7_L003_R1_001.fastq.gz, ,reverse
CT27_TSC_L4,2,NGS_M_Sheridan_40616_run2/CT27_TSC_L004_ds.422786779e214e88a20768e39bdaccea/CT27-TSC_S7_L004_R1_001.fastq.gz, ,reverse
CT29_EVT_L1,2,NGS_M_Sheridan_40616_run2/CT29_EVT_L001_ds.68641a36e1114298ad5150c62200faaa/CT29-EVT_S11_L001_R1_001.fastq.gz, ,reverse
CT29_EVT_L2,2,NGS_M_Sheridan_40616_run2/CT29_EVT_L002_ds.084977648f4d4488bb20cade46ad63bd/CT29-EVT_S11_L002_R1_001.fastq.gz, ,reverse
CT29_EVT_L3,2,NGS_M_Sheridan_40616_run2/CT29_EVT_L003_ds.d596e6e1fe914e08bf022d8e6366ac60/CT29-EVT_S11_L003_R1_001.fastq.gz, ,reverse
CT29_EVT_L4,2,NGS_M_Sheridan_40616_run2/CT29_EVT_L004_ds.3c2414ebf6fe45fdbd86c523d3fe98c8/CT29-EVT_S11_L004_R1_001.fastq.gz, ,reverse
CT29_Okae_TOM_L1,2,NGS_M_Sheridan_40616_run2/CT29_Okae_TOM_L001_ds.a7ae26d41d694c18b874a2526deb375a/CT29-Okae-TOM_S19_L001_R1_001.fastq.gz, ,reverse
CT29_Okae_TOM_L2,2,NGS_M_Sheridan_40616_run2/CT29_Okae_TOM_L002_ds.c2a88af1289f41c1ad4a9abb2c6f1a19/CT29-Okae-TOM_S19_L002_R1_001.fastq.gz, ,reverse
CT29_Okae_TOM_L3,2,NGS_M_Sheridan_40616_run2/CT29_Okae_TOM_L003_ds.359fecd22f2342e6876d9b0f21ce597d/CT29-Okae-TOM_S19_L003_R1_001.fastq.gz, ,reverse
CT29_Okae_TOM_L4,2,NGS_M_Sheridan_40616_run2/CT29_Okae_TOM_L004_ds.d294c8be545e436f929dabdc85c113c4/CT29-Okae-TOM_S19_L004_R1_001.fastq.gz, ,reverse
CT29_STB_L1,2,NGS_M_Sheridan_40616_run2/CT29_STB_L001_ds.0e18745acc9d40b391f60b8d8dbde409/CT29-STB_S12_L001_R1_001.fastq.gz, ,reverse
CT29_STB_L2,2,NGS_M_Sheridan_40616_run2/CT29_STB_L002_ds.1da8274ba0714b128522cb30873e7021/CT29-STB_S12_L002_R1_001.fastq.gz, ,reverse
CT29_STB_L3,2,NGS_M_Sheridan_40616_run2/CT29_STB_L003_ds.2daa97b1dce04d418e46e0ac832d7298/CT29-STB_S12_L003_R1_001.fastq.gz, ,reverse
CT29_STB_L4,2,NGS_M_Sheridan_40616_run2/CT29_STB_L004_ds.2d56fa1a5c93444ca26482c81d20aafb/CT29-STB_S12_L004_R1_001.fastq.gz, ,reverse
CT29_TSC_L1,2,NGS_M_Sheridan_40616_run2/CT29_TSC_L001_ds.620a443bc65642cba377b4fb301fcf14/CT29-TSC_S10_L001_R1_001.fastq.gz, ,reverse
CT29_TSC_L2,2,NGS_M_Sheridan_40616_run2/CT29_TSC_L002_ds.012de33e6589440ea6c4cd991fefd596/CT29-TSC_S10_L002_R1_001.fastq.gz, ,reverse
CT29_TSC_L3,2,NGS_M_Sheridan_40616_run2/CT29_TSC_L003_ds.ec073eee65ae4b92b721d80a0ae4eac1/CT29-TSC_S10_L003_R1_001.fastq.gz, ,reverse
CT29_TSC_L4,2,NGS_M_Sheridan_40616_run2/CT29_TSC_L004_ds.d2f2d92b265e4d9a8a18766715c04bbd/CT29-TSC_S10_L004_R1_001.fastq.gz, ,reverse
CT30_EVT_L1,2,NGS_M_Sheridan_40616_run2/CT30_EVT_L001_ds.81329da50108488bb15cce6739b7e65e/CT30-EVT_S14_L001_R1_001.fastq.gz, ,reverse
CT30_EVT_L2,2,NGS_M_Sheridan_40616_run2/CT30_EVT_L002_ds.92a03e445a4f4808a519cec8fb5e7b3f/CT30-EVT_S14_L002_R1_001.fastq.gz, ,reverse
CT30_EVT_L3,2,NGS_M_Sheridan_40616_run2/CT30_EVT_L003_ds.6528c3d92fa8495b9e17b536804127ec/CT30-EVT_S14_L003_R1_001.fastq.gz, ,reverse
CT30_EVT_L4,2,NGS_M_Sheridan_40616_run2/CT30_EVT_L004_ds.8ecd3f3b470d41e3b53e76afd74fb369/CT30-EVT_S14_L004_R1_001.fastq.gz, ,reverse
CT30_Okae_TOM_L1,2,NGS_M_Sheridan_40616_run2/CT30_Okae_TOM_L001_ds.a7463b5ac109482a81c58336dad23f1d/CT30-Okae-TOM_S20_L001_R1_001.fastq.gz, ,reverse
CT30_Okae_TOM_L2,2,NGS_M_Sheridan_40616_run2/CT30_Okae_TOM_L002_ds.f7d06d9716e943a58b97d074bc533b39/CT30-Okae-TOM_S20_L002_R1_001.fastq.gz, ,reverse
CT30_Okae_TOM_L3,2,NGS_M_Sheridan_40616_run2/CT30_Okae_TOM_L003_ds.8545de3020b4450db262c0a6e1b61916/CT30-Okae-TOM_S20_L003_R1_001.fastq.gz, ,reverse
CT30_Okae_TOM_L4,2,NGS_M_Sheridan_40616_run2/CT30_Okae_TOM_L004_ds.9386447749f2422abb51de72b0482f47/CT30-Okae-TOM_S20_L004_R1_001.fastq.gz, ,reverse
CT30_STB_L1,2,NGS_M_Sheridan_40616_run2/CT30_STB_L001_ds.d78bb25538324a5398adfe24b0b687b8/CT30-STB_S15_L001_R1_001.fastq.gz, ,reverse
CT30_STB_L2,2,NGS_M_Sheridan_40616_run2/CT30_STB_L002_ds.e739829868e84dda883ff068c0a525c3/CT30-STB_S15_L002_R1_001.fastq.gz, ,reverse
CT30_STB_L3,2,NGS_M_Sheridan_40616_run2/CT30_STB_L003_ds.40f3d294a1424dcc9c3054feb74fd264/CT30-STB_S15_L003_R1_001.fastq.gz, ,reverse
CT30_STB_L4,2,NGS_M_Sheridan_40616_run2/CT30_STB_L004_ds.c925a88f5bc34154a5cea5191e5a98e3/CT30-STB_S15_L004_R1_001.fastq.gz, ,reverse
CT30_TSC_L1,2,NGS_M_Sheridan_40616_run2/CT30_TSC_L001_ds.5648bcbfbfcd47b9b01927a42cb4bd27/CT30-TSC_S13_L001_R1_001.fastq.gz, ,reverse
CT30_TSC_L2,2,NGS_M_Sheridan_40616_run2/CT30_TSC_L002_ds.e967beb4d66740e884b889e7f331975d/CT30-TSC_S13_L002_R1_001.fastq.gz, ,reverse
CT30_TSC_L3,2,NGS_M_Sheridan_40616_run2/CT30_TSC_L003_ds.398a66dbaac14885ac3a0d24353930c0/CT30-TSC_S13_L003_R1_001.fastq.gz, ,reverse
CT30_TSC_L4,2,NGS_M_Sheridan_40616_run2/CT30_TSC_L004_ds.3282071e14564aefb31ce327d1b97cfc/CT30-TSC_S13_L004_R1_001.fastq.gz, ,reverse
R053_org_EVT_L1,2,NGS_M_Sheridan_40616_run2/R053_org_EVT_L001_ds.e54d5639047f4f76966d8291a090ae56/R053-org-EVT_S28_L001_R1_001.fastq.gz, ,reverse
R053_org_EVT_L2,2,NGS_M_Sheridan_40616_run2/R053_org_EVT_L002_ds.0c463f2de0624d50b24e14c3402058d2/R053-org-EVT_S28_L002_R1_001.fastq.gz, ,reverse
R053_org_EVT_L3,2,NGS_M_Sheridan_40616_run2/R053_org_EVT_L003_ds.266f08886c7d49aebf8a1ba7571ec87e/R053-org-EVT_S28_L003_R1_001.fastq.gz, ,reverse
R053_org_EVT_L4,2,NGS_M_Sheridan_40616_run2/R053_org_EVT_L004_ds.807e25530ad8402db293ade74b68d10d/R053-org-EVT_S28_L004_R1_001.fastq.gz, ,reverse
R053_org_TOM_L1,2,NGS_M_Sheridan_40616_run2/R053_org_TOM_L001_ds.2e624c54843b44e083b3177ad3638a8b/R053-org-TOM_S27_L001_R1_001.fastq.gz, ,reverse
R053_org_TOM_L2,2,NGS_M_Sheridan_40616_run2/R053_org_TOM_L002_ds.8767295a6832487a9d249b8e5775aba4/R053-org-TOM_S27_L002_R1_001.fastq.gz, ,reverse
R053_org_TOM_L3,2,NGS_M_Sheridan_40616_run2/R053_org_TOM_L003_ds.706f5b0bfb414107a431cea56fb83383/R053-org-TOM_S27_L003_R1_001.fastq.gz, ,reverse
R053_org_TOM_L4,2,NGS_M_Sheridan_40616_run2/R053_org_TOM_L004_ds.c29150b58fbd412b9502d1bb916caa34/R053-org-TOM_S27_L004_R1_001.fastq.gz, ,reverse
W002_2D_fluffy_L1,2,NGS_M_Sheridan_40616_run2/W002_2D_fluffy_L001_ds.afca90fd6a104d6da14ecbed8957ccb7/W002-2D-fluffy_S34_L001_R1_001.fastq.gz, ,reverse
W002_2D_fluffy_L2,2,NGS_M_Sheridan_40616_run2/W002_2D_fluffy_L002_ds.248da094cbb441688fef9aefca8ddaf6/W002-2D-fluffy_S34_L002_R1_001.fastq.gz, ,reverse
W002_2D_fluffy_L3,2,NGS_M_Sheridan_40616_run2/W002_2D_fluffy_L003_ds.3350b107ac764bf1b644e6be0aba2e9b/W002-2D-fluffy_S34_L003_R1_001.fastq.gz, ,reverse
W002_2D_fluffy_L4,2,NGS_M_Sheridan_40616_run2/W002_2D_fluffy_L004_ds.a8105e7952d7467483c1ef10405ad6b9/W002-2D-fluffy_S34_L004_R1_001.fastq.gz, ,reverse
X011_org_EVT_L1,2,NGS_M_Sheridan_40616_run2/X011_org_EVT_L001_ds.f3aad10c3c684c778da08cf20c67275e/X011-org-EVT_S22_L001_R1_001.fastq.gz, ,reverse
X011_org_EVT_L2,2,NGS_M_Sheridan_40616_run2/X011_org_EVT_L002_ds.1d9eaa0d0e03431dad4b52496888596b/X011-org-EVT_S22_L002_R1_001.fastq.gz, ,reverse
X011_org_EVT_L3,2,NGS_M_Sheridan_40616_run2/X011_org_EVT_L003_ds.684f7c19c13e44d4b5b0853f72158758/X011-org-EVT_S22_L003_R1_001.fastq.gz, ,reverse
X011_org_EVT_L4,2,NGS_M_Sheridan_40616_run2/X011_org_EVT_L004_ds.58333aa9811340eba29a369686bb9b13/X011-org-EVT_S22_L004_R1_001.fastq.gz, ,reverse
X011_org_TOM_L1,2,NGS_M_Sheridan_40616_run2/X011_org_TOM_L001_ds.6b12abc08e374b63a7f360ecbf52ce20/X011-org-TOM_S21_L001_R1_001.fastq.gz, ,reverse
X011_org_TOM_L2,2,NGS_M_Sheridan_40616_run2/X011_org_TOM_L002_ds.b24139d7be41414a86c02f531e69bf30/X011-org-TOM_S21_L002_R1_001.fastq.gz, ,reverse
X011_org_TOM_L3,2,NGS_M_Sheridan_40616_run2/X011_org_TOM_L003_ds.e727258fdc31409da609112c45d36f9e/X011-org-TOM_S21_L003_R1_001.fastq.gz, ,reverse
X011_org_TOM_L4,2,NGS_M_Sheridan_40616_run2/X011_org_TOM_L004_ds.c5691f7229a84c1890499b27212f2e74/X011-org-TOM_S21_L004_R1_001.fastq.gz, ,reverse
X021_org_EVT_L1,2,NGS_M_Sheridan_40616_run2/X021_org_EVT_L001_ds.1f96d51552dc437da68f17373686404c/X021-org-EVT_S24_L001_R1_001.fastq.gz, ,reverse
X021_org_EVT_L2,2,NGS_M_Sheridan_40616_run2/X021_org_EVT_L002_ds.6334731cdd3d4c8bb04155cccfd41fb3/X021-org-EVT_S24_L002_R1_001.fastq.gz, ,reverse
X021_org_EVT_L3,2,NGS_M_Sheridan_40616_run2/X021_org_EVT_L003_ds.b8a19d72f8114669bc9352019090e562/X021-org-EVT_S24_L003_R1_001.fastq.gz, ,reverse
X021_org_EVT_L4,2,NGS_M_Sheridan_40616_run2/X021_org_EVT_L004_ds.72825b17573748e8bf5201b8234cccbe/X021-org-EVT_S24_L004_R1_001.fastq.gz, ,reverse
X021_org_TOM_L1,2,NGS_M_Sheridan_40616_run2/X021_org_TOM_L001_ds.3960d9ff4db64a8797ed00db736b0419/X021-org-TOM_S23_L001_R1_001.fastq.gz, ,reverse
X021_org_TOM_L2,2,NGS_M_Sheridan_40616_run2/X021_org_TOM_L002_ds.4083d9ee0d0a481280a92944667514ce/X021-org-TOM_S23_L002_R1_001.fastq.gz, ,reverse
X021_org_TOM_L3,2,NGS_M_Sheridan_40616_run2/X021_org_TOM_L003_ds.39821ceb76f24af8ba2bd8a1f58a3f71/X021-org-TOM_S23_L003_R1_001.fastq.gz, ,reverse
X021_org_TOM_L4,2,NGS_M_Sheridan_40616_run2/X021_org_TOM_L004_ds.afd6cbcbf6664ce89b8d984e042a11a5/X021-org-TOM_S23_L004_R1_001.fastq.gz, ,reverse
X035_org_EVT_L1,2,NGS_M_Sheridan_40616_run2/X035_org_EVT_L001_ds.513a42a0f67c4c449a00a3d99cafbc33/X035-org-EVT_S26_L001_R1_001.fastq.gz, ,reverse
X035_org_EVT_L2,2,NGS_M_Sheridan_40616_run2/X035_org_EVT_L002_ds.6044ee5bba6e43ee95cc1a98f3a6aef8/X035-org-EVT_S26_L002_R1_001.fastq.gz, ,reverse
X035_org_EVT_L3,2,NGS_M_Sheridan_40616_run2/X035_org_EVT_L003_ds.35b6dfd50f86472b9d0ea380f1b3936a/X035-org-EVT_S26_L003_R1_001.fastq.gz, ,reverse
X035_org_EVT_L4,2,NGS_M_Sheridan_40616_run2/X035_org_EVT_L004_ds.369280954986476b8af5fee7ce7df78e/X035-org-EVT_S26_L004_R1_001.fastq.gz, ,reverse
X035_org_TOM_L1,2,NGS_M_Sheridan_40616_run2/X035_org_TOM_L001_ds.b76d9c6812da4898a58eb222de3b6757/X035-org-TOM_S25_L001_R1_001.fastq.gz, ,reverse
X035_org_TOM_L2,2,NGS_M_Sheridan_40616_run2/X035_org_TOM_L002_ds.e55c64558c6244e2b8e5471cfecdd51c/X035-org-TOM_S25_L002_R1_001.fastq.gz, ,reverse
X035_org_TOM_L3,2,NGS_M_Sheridan_40616_run2/X035_org_TOM_L003_ds.0ff9da13f71640ffb0d7d6bce46291f4/X035-org-TOM_S25_L003_R1_001.fastq.gz, ,reverse
X035_org_TOM_L4,2,NGS_M_Sheridan_40616_run2/X035_org_TOM_L004_ds.92cfa7971bdd42beb87179f3f5e35fa6/X035-org-TOM_S25_L004_R1_001.fastq.gz, ,reverse
X039_3D_fluffy_L1,2,NGS_M_Sheridan_40616_run2/X039_3D_fluffy_L001_ds.3e091fe0213c46b9a30419b69fe48e9d/X039-3D-fluffy_S29_L001_R1_001.fastq.gz, ,reverse
X039_3D_fluffy_L2,2,NGS_M_Sheridan_40616_run2/X039_3D_fluffy_L002_ds.a5ae79e20ab140e4bc6b17bbc81a6353/X039-3D-fluffy_S29_L002_R1_001.fastq.gz, ,reverse
X039_3D_fluffy_L3,2,NGS_M_Sheridan_40616_run2/X039_3D_fluffy_L003_ds.24cb55a8c5f0423189aab4a22d744433/X039-3D-fluffy_S29_L003_R1_001.fastq.gz, ,reverse
X039_3D_fluffy_L4,2,NGS_M_Sheridan_40616_run2/X039_3D_fluffy_L004_ds.501773f122194cd88c9e10f24fa1731d/X039-3D-fluffy_S29_L004_R1_001.fastq.gz, ,reverse
X041_3D_fluffy_L1,2,NGS_M_Sheridan_40616_run2/X041_3D_fluffy_L001_ds.da9c49db75de42098eb4f05686d15bc0/X041-3D-fluffy_S30_L001_R1_001.fastq.gz, ,reverse
X041_3D_fluffy_L2,2,NGS_M_Sheridan_40616_run2/X041_3D_fluffy_L002_ds.03357fc25d564a4f903bfe4e8f7d0801/X041-3D-fluffy_S30_L002_R1_001.fastq.gz, ,reverse
X041_3D_fluffy_L3,2,NGS_M_Sheridan_40616_run2/X041_3D_fluffy_L003_ds.89804ff622a548cb8b62d6afea65b902/X041-3D-fluffy_S30_L003_R1_001.fastq.gz, ,reverse
X041_3D_fluffy_L4,2,NGS_M_Sheridan_40616_run2/X041_3D_fluffy_L004_ds.b2f922f385ee4a3e9a5e2446e665c8ce/X041-3D-fluffy_S30_L004_R1_001.fastq.gz, ,reverse
X044_2D_fluffy_L1,2,NGS_M_Sheridan_40616_run2/X044_2D_fluffy_L001_ds.af6efb078a12421789719c0eef1a8808/X044-2D-fluffy_S33_L001_R1_001.fastq.gz, ,reverse
X044_2D_fluffy_L2,2,NGS_M_Sheridan_40616_run2/X044_2D_fluffy_L002_ds.ddff6c8b980e43e7b8bc9eca33229333/X044-2D-fluffy_S33_L002_R1_001.fastq.gz, ,reverse
X044_2D_fluffy_L3,2,NGS_M_Sheridan_40616_run2/X044_2D_fluffy_L003_ds.5c893700cd7545528494466f3dcd5baf/X044-2D-fluffy_S33_L003_R1_001.fastq.gz, ,reverse
X044_2D_fluffy_L4,2,NGS_M_Sheridan_40616_run2/X044_2D_fluffy_L004_ds.554a411db947452ea3d0cf0a28f95753/X044-2D-fluffy_S33_L004_R1_001.fastq.gz, ,reverse
X076_3D_fluffy_L1,2,NGS_M_Sheridan_40616_run2/X076_3D_fluffy_L001_ds.6d4ca97b23de48889772f5622344003f/X076-3D-fluffy_S31_L001_R1_001.fastq.gz, ,reverse
X076_3D_fluffy_L2,2,NGS_M_Sheridan_40616_run2/X076_3D_fluffy_L002_ds.3fd092a5cbe04af7ba5598ce3a3b97a7/X076-3D-fluffy_S31_L002_R1_001.fastq.gz, ,reverse
X076_3D_fluffy_L3,2,NGS_M_Sheridan_40616_run2/X076_3D_fluffy_L003_ds.6b0971621bf94226b4f3f19ade848b57/X076-3D-fluffy_S31_L003_R1_001.fastq.gz, ,reverse
X076_3D_fluffy_L4,2,NGS_M_Sheridan_40616_run2/X076_3D_fluffy_L004_ds.34791a549e094d3b825a2971bb5e7c17/X076-3D-fluffy_S31_L004_R1_001.fastq.gz, ,reverse
X104_3D_fluffy_L1,2,NGS_M_Sheridan_40616_run2/X104_3D_fluffy_L001_ds.848b377fc57a453fa871fac48004c3a2/X104-3D-fluffy_S32_L001_R1_001.fastq.gz, ,reverse
X104_3D_fluffy_L2,2,NGS_M_Sheridan_40616_run2/X104_3D_fluffy_L002_ds.da21c649341e43f587db617930027d63/X104-3D-fluffy_S32_L002_R1_001.fastq.gz, ,reverse
X104_3D_fluffy_L3,2,NGS_M_Sheridan_40616_run2/X104_3D_fluffy_L003_ds.ae17d07998a449038bee865738c712bf/X104-3D-fluffy_S32_L003_R1_001.fastq.gz, ,reverse
X104_3D_fluffy_L4,2,NGS_M_Sheridan_40616_run2/X104_3D_fluffy_L004_ds.cceead24e8634c1b8d1b2ca1be12e7c5/X104-3D-fluffy_S32_L004_R1_001.fastq.gz, ,reverse
